Product Page URL,Section 19A approved medicine,Section 19A approval holder,Phone,Approved until,Status,Medicines in short supply/unavailable,Indication(s)
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-hyoscine-hydrobromide-400mcg1ml-solution-injection-martindale-pharma,(Approval lapsed) Hyoscine hydrobromide 400mcg/1mL solution for injection (Martindale Pharma),Medsurge Healthcare Pty Ltd ABN 92 124 728 892,1300 788 261,30 November 2023,Expired,DBL HYOSCINE HYDROBROMIDE 400 microgram/1mL injection BP ampoule - ARTG 16347,"Pre-operatively to inhibit salivation and excessive secretions of the respiratory tract. For the treatment of selected cases of nausea and vomiting resulting from motion sickness, although oral or transdermal administration is more frequently used for this indication."
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-sulfamethoxazole-and-trimethoprim-tablets-usp-800mg-160mg-aurobindo,"(Approval lapsed) Sulfamethoxazole and trimethoprim tablets, USP 800mg/ 160mg (Aurobindo)",Medsurge Healthcare Pty Ltd ABN 92 124 728 892,1300 788 261,31 May 2023,Expired,RESPRIM FORTE trimethoprim/sulfamethoxazole 160 mg/800 mg tablet blister pack - ARTG 17682,Upper and lower respiratory tract infections; renal and urinary tract infections; skin and wound infections; septicaemias and other infections caused by sensitive organisms.
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-31122022-amoxicillin-125mg5ml-oral-suspension-sugar-free-bp-athlone,(Approval lapsed 31/12/2022) Amoxicillin 125mg/5ml Oral Suspension Sugar Free BP (Athlone),Medsurge Healthcare Pty Ltd ABN 92 124 728 892,1300 788 261,30 June 2023,Lapsed,APO-AMOXYCILLIN amoxicillin (as trihydrate) 125mg/5mL powder for suspension bottle - ARTG 137882,"It is indicated for the treatment of the following infections due to susceptible strains of sensitive organisms. Note. Therapy should be guided by bacteriological studies, including sensitivity tests, and by clinical response. However, in emergency cases where the causative organism has not been identified, therapy with amoxicillin may be useful. Clinical judgment will decide whether combination with another antibiotic would provide a sufficiently broad spectrum of activity pending sensitivity test results. Skin and skin structure: Staphylococcus, nonpenicillinase producing; Streptococcus; E. coli. Respiratory tract (acute and chronic): H. influenzae; Streptococcus; S. pneumoniae; Staphylococcus, nonpenicillinase producing; E. coli. Genitourinary tract (complicated and uncomplicated, acute and chronic): E.coli P.mirabilis and Strep. faecalis. Gonorrhoea: N. gonorrhoea (nonpencillinase producing). Prophylaxis of endocarditis: Amoxicillin may be used for the prophylaxis of bacterial endocarditis in individuals at particular risk, such as those with a prosthetic heart valve or those who have previously had endocarditis."
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-amoxicillin-powder-oral-suspension-usp-125mg5ml-west-ward,"(Approval lapsed) Amoxicillin powder for oral suspension, USP 125mg/5mL (West-Ward)",Medsurge Healthcare Pty Ltd ABN 92 124 728 892,1300 788 261,30 June 2023,Expired,APO-AMOXYCILLIN amoxicillin (as trihydrate) 125mg/5mL powder for suspension bottle - ARTG 137882,"It is indicated for the treatment of the following infections due to susceptible strains of sensitive organisms. Note. Therapy should be guided by bacteriological studies, including sensitivity tests, and by clinical response. However, in emergency cases where the causative organism has not been identified, therapy with amoxicillin may be useful. Clinical judgment will decide whether combination with another antibiotic would provide a sufficiently broad spectrum of activity pending sensitivity test results. Skin and skin structure: Staphylococcus, nonpenicillinase producing; Streptococcus; E. coli. Respiratory tract (acute and chronic): H. influenzae; Streptococcus; S. pneumoniae; Staphylococcus, nonpenicillinase producing; E. coli. Genitourinary tract (complicated and uncomplicated, acute and chronic): E.coli P.mirabilis and Strep. faecalis. Gonorrhoea: N. gonorrhoea (nonpencillinase producing). Prophylaxis of endocarditis: Amoxicillin may be used for the prophylaxis of bacterial endocarditis in individuals at particular risk, such as those with a prosthetic heart valve or those who have previously had endocarditis."
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-chlorpromazine-hydrochloride-injection-usp-50mg2ml-ampoule-hikma,"(Approval lapsed) Chlorpromazine hydrochloride injection, USP 50mg/2mL ampoule (Hikma)",Medsurge Healthcare Pty Ltd ABN 92 124 728 892,1300 788 261,28 February 2023,Expired,LARGACTIL chlorpromazine hydrochloride 50mg/2mL injection ampoule - ARTG 27511,"Treatment of acute functional psychosis (e.g. schizophrenia, mania or psychotic depression). Long-term treatment of schizophrenia. Short-term treatment of agitation and severe depression. Severe behavioural disturbances, as can be found in some children with mental retardation or autism, including the treatment of selfinjurious and aggressive behaviour or overactivity. Use of chlorpromazine should be in conjunction with an appropriate nonpharmacological management program and long-term use should only be carried out under the supervision of a physician experienced in the management of psychotic disorders in children. In the management of terminal illness to control nausea and vomiting. Control of intractable hiccough."
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-flucloxacillin-125mg5ml-oral-solution-athlone,(Approval lapsed) Flucloxacillin 125mg/5mL oral solution (Athlone),Medsurge Healthcare Pty Ltd ABN 92 124 728 892,1300 788 261,28 February 2023,Expired,FLUCIL flucloxacillin (as sodium) 125mg/5mL oral solution bottle - ARTG 165731,"For the treatment of confirmed or suspected Staphylococcal and other Gram-positive coccal infections. Indications include pneumonia, osteomyelitis, skin and skin structure and wound infections, infected burns and cellulitis."
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-flucloxacillin-250mg5ml-oral-solution-athlone,(Approval lapsed) Flucloxacillin 250mg/5mL oral solution (Athlone),Medsurge Healthcare Pty Ltd ABN 92 124 728 892,1300 788 261,28 February 2023,Expired,FLUCIL flucloxacillin (as sodium) 250mg/5mL oral solution bottle - ARTG 165005,"For the treatment of confirmed or suspected Staphylococcal and other Gram-positive coccal infections. Indications include pneumonia, osteomyelitis, skin and skin structure and wound infections, infected burns and cellulitis."
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-metronidazole-200mg5ml-oral-suspension-rosemont,(Approval lapsed) Metronidazole 200mg/5mL oral suspension (Rosemont),Medsurge Healthcare Pty Ltd ABN 92 124 728 892,1300 788 261,28 February 2023,Expired,FLAGYL S benzoyl metronidazole 64 mg/mL suspension oral liquid bottle - ARTG 27501,"Anaerobic Infections Treatment of infections in which anaerobic bacteria have been identified or are suspected as pathogens, particularly Bacteroides fragilis and other species of bacteroides, and other species such as fusobacteria, eubacteria, clostridia and anaerobic streptococci. Metronidazole has been used successfully in septicaemia; bacteraemia; brain abscess; necrotising pneumonia; osteomyelitis; puerperal sepsis; pelvic abscess; pelvic cellulitis; postoperative wound infections. Notes: Because of the slow absorption and delayed peak plasma level, metronidazole suspension is not recommended for use in the acute situation. Metronidazole is inactive against aerobic and facultative anaerobic bacteria. Other Indications Oral treatment of urogenital trichomoniasis in the female (trichomonal vaginitis) and in the male, and for the treatment of bacterial vaginosis. The male consort of females suffering from urogenital trichomoniasis should be treated concurrently; all forms of amoebiasis (intestinal and extraintestinal disease and that of symptomless cyst passers); giardiasis; acute ulcerative gingivitis."
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-cathflo-alteplase-2mg-recombinant-lyophilized-powder-intracatheter-instillation-canada,(Approval lapsed) CATHFLO alteplase 2mg recombinant lyophilized powder for Intracatheter Instillation (Canada),Medsurge Healthcare Pty Ltd ABN 92 124 728 892,1300 788 261,31 January 2025,Expired,ACTILYSE alteplase (rch) 10mg powder for injection vial with water for injections 10mL vial - ARTG 64240,For the thrombolytic treatment of occluded central venous access devices including those used for haemodialysis.
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-amoxicillin-capsules-usp-250mg-sandoz,"(Approval lapsed) Amoxicillin capsules, USP 250mg (Sandoz)",Medsurge Healthcare Pty Ltd ABN 92 124 728 892,1300 788 261,30 June 2023,Expired,ALPHAMOX 250 amoxicillin 250mg (as trihydrate) capsule blister pack - ARTG 17678,"Treatment of the following infections due to susceptible strains of sensitive organisms: Note: Therapy should be guided by bacteriological studies, including sensitivity tests, and by clinical response. Amoxicillin alone or in combination with another antibiotic, may be used in an emergency where the causative has not been identified. Respiratory tract infections (acute and chronic): H. influenzae; Streptococcus; S.pneumoniae; Staphylococcus, nonpenicillinase producing; E. coli. Urogenital infections (complicated and uncomplicated, acute and chronic): E.coli P.mirabilis and Strep. faecalis. Gonorrhoea: N.gonorrhoea (nonpencillinase producing). Skin and skin structure infections: Staphylococcus, nonpenicillinase producing; Streptococcus; E. coli. Prophylaxis of endocarditis: Amoxicillin may be used for the prophylaxis of bacterial endocarditis in individuals at particular risk, such as those with a prosthetic heart valve or those who have previously had endocarditis."
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-ozempic-semaglutide-025mg-solution-injection-pre-filled-pen-uk-0,(Approval lapsed) OZEMPIC semaglutide 0.25mg solution for injection pre-filled pen (UK),Medsurge Healthcare Pty Ltd ABN 92 124 728 892,1300 788 261,31 May 2023,Expired,OZEMPIC 0.25/0.5 mg semaglutide (rys) 1.34 mg/mL solution for injection pre-filled pen AUST R: 308324,Ozempic is indicated for the treatment of adults with insufficiently controlled type 2 diabetes mellitus as an adjunct to diet and exercise: as monotherapy when metformin is not tolerated or contraindicated. in addition to other medicinal products for the treatment of type 2 diabetes.
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-ozempic-semaglutide-1mg-solution-injection-pre-filled-pen-uk-0,(Approval lapsed) OZEMPIC semaglutide 1mg solution for injection pre-filled pen (UK),Medsurge Healthcare Pty Ltd ABN 92 124 728 892,1300 788 261,31 May 2023,Expired,OZEMPIC 1 mg semaglutide (rys) 1.34 mg/mL solution for injection pre-filled pen AUST R: 315107,Ozempic is indicated for the treatment of adults with insufficiently controlled type 2 diabetes mellitus as an adjunct to diet and exercise: as monotherapy when metformin is not tolerated or contraindicated. in addition to other medicinal products for the treatment of type 2 diabetes.
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-trimethoprim-mylan-300mg-tablets-netherlands,(Approval lapsed) Trimethoprim Mylan 300mg tablets (Netherlands),Medsurge Healthcare Pty Ltd ABN 92 124 728 892,1300 788 261,31 May 2023,Expired,TRIMETHOPRIM MYLAN trimethoprim 300 mg tablet blister pack - ARTG 338350,Treatment of acute urinary tract infections caused by sensitive organisms.
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-31122022-amoxicillin-250mg5ml-oral-suspension-sugar-free-bp-athlone,(Approval lapsed 31/12/2022) Amoxicillin 250mg/5ml Oral Suspension Sugar Free BP (Athlone),Medsurge Healthcare Pty Ltd ABN 92 124 728 892,1300 788 261,28 February 2023,Lapsed,AMOXYCILLIN SANDOZ amoxicillin trihydrate 250mg/5mL powder for oral suspension bottle - ARTG 93720,"Treatment of the following infections due to susceptible strains of sensitive organisms: Note: Therapy should be guided by bacteriological studies, including sensitivity tests, and by clinical response. Amoxicillin alone or in combination with another antibiotic, may be used in an emergency where the causative has not been identified. Respiratory tract infections (acute and chronic): H. influenzae; Streptococcus; S. pneumoniae; Staphylococcus, nonpenicillinase producing; E. coli. Urogenital infections (complicated and uncomplicated, acute and chronic): E.coli P.mirabilis and Strep. faecalis. Gonorrhoea: N. gonorrhoea (nonpencillinase producing). Skin and skin structure infections: Staphylococcus, nonpenicillinase producing; Streptococcus; E. coli. Prophylaxis of endocarditis: Amoxicillin may be used for the prophylaxis of bacterial endocarditis in individuals at particular risk, such as those with a prosthetic heart valve or those who have previously had endocarditis."
https://www.tga.gov.au/resources/section-19a-approvals/ozempic-semaglutide-1mg-solution-injection-pre-filled-pen-germany,OZEMPIC semaglutide 1mg solution for injection pre-filled pen (Germany),Medsurge Healthcare Pty Ltd ABN 92 124 728 892,1300 788 261,28 February 2026,Current,OZEMPIC 1 mg semaglutide (rys) 1.34 mg/mL solution for injection pre-filled pen - ARTG 315107,OZEMPIC is indicated for the treatment of adults with insufficiently controlled type 2 diabetes mellitus as an adjunct to diet and exercise: *as monotherapy when metformin is not tolerated or contraindicated. *in addition to other medicinal products for the treatment of type 2 diabetes.
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-olanzapine-intramuscular-injection-10mg-single-dose-vial-auromedics-0,(Approval lapsed) Olanzapine for intramuscular injection 10mg single dose vial (Auromedics),Medsurge Healthcare Pty Ltd ABN 92 124 728 892,1300 788 261,30 April 2023,Expired,ZYPREXA IM olanzapine 10mg powder for injection vial ARTG: 76867,"Rapid control of agitation and disturbed behaviours in patients with schizophrenia and related psychoses and in patients with acute mania associated with Bipolar 1 Disorder, when oral therapy is not appropriate."
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-metronidazole-200mg-tablets-crescent,(Approval lapsed) Metronidazole 200mg tablets (Crescent),Medsurge Healthcare Pty Ltd ABN 92 124 728 892,1300 788 261,31 January 2023,Expired,FLAGYL metronidazole 200 mg tablet blister pack AUST R: 160171,"Anaerobic Infections Oral: Treatment of infections in which anaerobic bacteria have been identified or are suspected as pathogens, particularly Bacteroides fragilis and other species of bacteroides, and other species such as fusobacteria, eubacteria, clostridia and anaerobic streptococci. Flagyl has been used successfully in septicaemia; bacteraemia; brain abscess; necrotising pneumonia; osteomyelitis; puerperal sepsis; pelvic abscess; pelvic cellulitis; postoperative wound infections. Metronidazole may be used prophylactically to prevent infection of the surgical site which may have been contaminated or potentially contaminated with anaerobic organisms. Procedures in which this may be assumed to have happened include appendicectomy, colonic surgery, vaginal hysterectomy, abdominal surgery in the presence of anaerobes in the peritoneal cavity and surgery performed in the presence of anaerobic septicaemia. Note: Metronidazole is inactive against aerobic and facultative anaerobic bacteria. Other Indications: Oral treatment of urogenital trichomoniasis in the female (trichomonal vaginitis) and in the male, and for the treatment of bacterial vaginosis. The male consort of females suffering from urogenital trichomoniasis should be treated concurrently; all forms of amoebiasis (intestinal and extraintestinal disease and that of symptomless cyst passers); giardiasis; acute ulcerative gingivitis."
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-penicillin-v-potassium-tablets-usp-250mg-rising-health,"(Approval lapsed) Penicillin V potassium tablets, USP 250mg (Rising Health)",Medsurge Healthcare Pty Ltd ABN 92 124 728 892,1300 788 261,31 December 2023,Expired,LPV phenoxymethylpenicillin 250mg (as potassium) capsule blister pack AUST R: 66510,"Treatment of mild to moderately severe infections due to penicillin sensitive staphylococci, pneumococci, gonococci and haemolytic streptococci infections. Therapy should be guided by bacteriological studies, including sensitivity tests, and by clinical response. For prophylactic use in recurrent streptococcal infections including the prevention of recurrence following rheumatic fever and/or Sydenham's chorea and to prevent bacterial endocarditis in patients with rheumatic fever and/or congenital heart disease who are about to undergo dental or upper respiratory surgery or instrumentation. Note: oral penicillin should not be used as adjunctive prophylaxis for genitourinary instrumentation or surgery, lower intestinal tract surgery, sigmoidoscopy or complications of childbirth."
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-penicillin-v-potassium-tablets-usp-500mg-rising-health,"(Approval lapsed) Penicillin V potassium tablets, USP 500mg (Rising Health)",Medsurge Healthcare Pty Ltd ABN 92 124 728 892,1300 788 261,31 December 2023,Expired,ASPECILLIN VK phenoxymethylpenicillin 500mg (as potassium) tablet bottle AUST R: 200137,"Treatment of mild to moderately severe infections due to penicillin sensitive staphylococci, pneumococci, gonococci and haemolytic streptococci infections. Therapy should be guided by bacteriological studies, including sensitivity tests, and by clinical response. For prophylactic use in recurrent streptococcal infections including the prevention of recurrence following rheumatic fever and/or Sydenham's chorea and to prevent bacterial endocarditis in patients with rheumatic fever and/or congenital heart disease who are about to undergo dental or upper respiratory surgery or instrumentation. Note: oral penicillin should not be used as adjunctive prophylaxis for genitourinary instrumentation or surgery, lower intestinal tract surgery, sigmoidoscopy or complications of childbirth."
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-amoxicillin-capsules-usp-500mg-sandoz,"(Approval lapsed) Amoxicillin capsules, USP 500mg (Sandoz)",Medsurge Healthcare Pty Ltd ABN 92 124 728 892,1300 788 261,28 February 2023,Expired,APO-AMOXYCILLIN amoxicillin (as trihydrate) 500 mg capsule blister pack AUST R: 208144,"It is indicated for the treatment of the following infections due to susceptible strains of sensitive organisms. Note: Therapy should be guided by bacteriological studies, including sensitivity tests, and by clinical response. However, in emergency cases where the causative organism has not been identified, therapy with amoxicillin may be useful. Clinical judgement will decide whether combination with another antibiotic would provide a sufficiently broad spectrum of activity pending sensitivity test results. Skin and Skin Structure- Staphylococcus, non-penicillinase producing; Streptococcus; E. coli. Respiratory (Acute and Chronic)- H. influenzae; Streptococcus; Strep. pneumoniae; Staphylococcus, non-penicillinase producing; E. coli. Genitourinary Tract (Complicated and Uncomplicated, Acute and Chronic)- E. coli, P. mirabilis and S. faecalis. Gonorrhoea- N. gonorrhoeae (non-penicillinase producing). Prophylaxis of Endocarditis- Amoxicillin may be used for the prophylaxis of bacterial endocarditis in individuals at particular risk, such as those with a prosthetic heart valve or those who have previously had endocarditis."
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-activase-rt-pa-alteplase-50mg-powder-solution-injection-canada,(Approval lapsed) ACTIVASE rt-PA alteplase 50mg powder for solution for injection (Canada),Pro Pharmaceuticals Group Pty Ltd ABN: 20605457430,1300 077 674,31 January 2024,Expired,ACTILYSE alteplase (rch) 50 mg powder for injection vial with diluent vial AUST R: 17905,"ACTIVASE rt-PA (alteplase for injection) is indicated for: The lysis of suspected occlusive coronary artery thrombi associated with evolving transmural myocardial infarction. Treatment should be initiated as soon as possible after the onset of acute myocardial symptoms. The management of acute ischemic stroke (AIS) in adults for improving neurological recovery and reducing the incidence of disability. Treatment should only be initiated within 3 hours after the onset of stroke symptoms, and after exclusion of intracranial hemorrhage by a cranial computerized tomography (CT) scan or other diagnostic imaging method sensitive for the presence of hemorrhage."
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-activase-alteplase-50mg-intravenous-use-usa,(Approval lapsed) ACTIVASE alteplase 50mg for intravenous use (USA),Pro Pharmaceuticals Group Pty Ltd ABN: 20605457430,1300 077 674,31 January 2024,Expired,ACTILYSE alteplase (rch) 50 mg powder for injection vial with diluent vial AUST R: 17905,Myocardial Infarction ACTILYSE is indicated for intravenous use in adults for the lysis of suspected occlusive coronary artery thrombi associated with evolving transmural myocardial infarction. Treatment should be initiated as soon as possible after the onset of symptoms. The treatment can be initiated within 12 hours of symptom onset. Pulmonary Embolism ACTILYSE is also indicated in patients with acute massive pulmonary embolism in whom thrombolytic therapy is considered appropriate. Acute Ischaemic Stroke ACTILYSE is indicated for thrombolytic treatment of acute ischaemic stroke. Treatment must be started as early as possible within 4.5 hours after onset of stroke symptoms and after exclusion of intracranial haemorrhage by appropriate imaging techniques (e.g. cranial computerised tomography or other diagnostic imaging method sensitive for the presence of haemorrhage). The treatment effect is time-dependent; therefore earlier treatment increases the probability of a favourable outcome.
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-metronidazole-400mg-tablets-crescent,(Approval lapsed) Metronidazole 400mg tablets (Crescent),Medsurge Healthcare Pty Ltd ABN 92 124 728 892,1300 788 261,31 January 2023,Expired,FLAGYL metronidazole 400 mg tablet blister pack AUST R: 160174,"Anaerobic Infections Oral: Treatment of infections in which anaerobic bacteria have been identified or are suspected as pathogens, particularly Bacteroides fragilis and other species of bacteroides, and other species such as fusobacteria, eubacteria, clostridia and anaerobic streptococci. Flagyl has been used successfully in septicaemia; bacteraemia; brain abscess; necrotising pneumonia; osteomyelitis; puerperal sepsis; pelvic abscess; pelvic cellulitis; postoperative wound infections. Metronidazole may be used prophylactically to prevent infection of the surgical site which may have been contaminated or potentially contaminated with anaerobic organisms. Procedures in which this may be assumed to have happened include appendicectomy, colonic surgery, vaginal hysterectomy, abdominal surgery in the presence of anaerobes in the peritoneal cavity and surgery performed in the presence of anaerobic septicaemia. Note: Metronidazole is inactive against aerobic and facultative anaerobic bacteria. Other Indications: Oral treatment of urogenital trichomoniasis in the female (trichomonal vaginitis) and in the male, and for the treatment of bacterial vaginosis. The male consort of females suffering from urogenital trichomoniasis should be treated concurrently; all forms of amoebiasis (intestinal and extraintestinal disease and that of symptomless cyst passers); giardiasis; acute ulcerative gingivitis."
https://www.tga.gov.au/resources/section-19a-approvals/brevactid-1500-ie-choriongonadotropin-chorionic-gonadotropin-powder-and-solvent-solution-injection,BREVACTID 1500 I.E. choriongonadotropin (chorionic gonadotropin) powder and solvent for solution for injection,Medsurge Healthcare Pty Ltd ABN 92 124 728 892,1300 788 261,31 August 2025,Current,PREGNYL gonadotrophin - chorionic human 1500IU powder for injection vial with diluent vial - AUST R 273873,"In the female: Sterility due to the absence of follicle-ripening or ovulation. In the male: Hypogonadotrophic hypogonadism. Delayed puberty associated with insufficient gonadotrophic pituitary function. Cryptorchism, not due to an anatomic obstruction. Sterility, in selected cases of deficient spermatogenesis."
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-atracurium-hikma-25mg25ml-ampoule-germany,(Approval lapsed) Atracurium Hikma 25mg/2.5mL ampoule (Germany),Medsurge Healthcare Pty Ltd ABN: 92 124 728 892,1300 788 261,30 April 2023,Expired,TRACRIUM atracurium besilate 25mg/2.5mL injection ampoule AUST R: 11008,"As an adjunct to general anaesthesia to enable tracheal intubation to be performed and to relax skeletal muscles during surgery or controlled ventilation, and to facilitate mechanical ventilation in Intensive Care Unit (ICU) patients."
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-amoxicillin-and-clavulanate-potassium-tablets-usp-875mg125mg-aurobindo-1,"(Approval lapsed) Amoxicillin and clavulanate potassium tablets, USP 875mg/125mg (Aurobindo)",Medsurge Healthcare Pty Ltd ABN 92 124 728 892,1300 788 261,31 January 2024,Expired,"AMCLAVOX DUO FORTE 875/125, amoxicillin (as trihydrate) 875 mg and clavulanic acid (as potassium) 125 mg tablets blister pack AUST R: 288119","Amoxicillin and clavulanate potassium tablets, USP 875mg/125mg (Aurobindo) are indicated for short term treatment of bacterial infections at the following sites when caused by sensitive organisms (refer to Microbiology): Urinary Tract Infections (complicated and uncomplicated) Lower Respiratory Tract Infections, including community acquired pneumonia and acute exacerbations of chronic bronchitis Upper Respiratory Tract Infections, such as sinusitis, otitis media and recurrent tonsillitis Skin and Skin Structure infections Appropriate culture and susceptibility studies should be performed to identify the causative organism(s) and determine its (their) susceptibility to amoxicillin and clavulanic acid tablets. However, when there is reason to believe an infection may involve any of the β-lactamase producing organisms listed above, therapy may be instituted prior to obtaining the results from bacteriological and susceptibility studies. Once these results are known, therapy should be adjusted if appropriate. The treatment of mixed infections caused by amoxicillin susceptible organisms and β-lactamase producing organisms susceptible to amoxicillin and clavulanic acid tablets preparations should not require the addition of another antibiotic due to the amoxicillin content of these products."
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-kalymin-pyridostigmine-bromide-10mg-tablets,(Approval lapsed) KALYMIN pyridostigmine bromide 10mg tablets,Medsurge Healthcare Pty Ltd,1300 788 261,31 October 2022,Expired,MESTINON pyridostigmine bromide 10mg tablet bottle AUST R: 13747,Myasthenia gravis
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-pyridostigmine-bromide-extended-release-tablets-180mg-rising-pharmaceuticals,(Approval lapsed) Pyridostigmine bromide extended-release tablets 180mg (Rising Pharmaceuticals),Medsurge Healthcare Pty Ltd ABN 92 124 728 892,1300 788 261,31 May 2023,Expired,MESTINON TIMESPAN pyridostigmine bromide 180mg tablet bottle AUST R: 13749,Useful in the treatment of myasthenia gravis
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-technelite-technetium-tc-99m-generator,(Approval lapsed) TECHNELITE Technetium (Tc-99m) Generator,Global Medical Solutions Australia Pty Limited ABN 66 072 147 561,02 9503 8100,31 January 2025,Expired,GENTECH molybdenum (99Mo) / technetium (99mTc) sterile generator for production of sodium pertechnetate - ARTG 72820 GENTECH molybdenum (99Mo) / technetium (99mTc) sterile generator for production of sodium pertechneta - ARTG 75859 TECHNELITE Molybdenum(99Mo)/Technetium(99mTc) sterile Generator for production of Sodium pertechnetate(99mTc) - ARTG 130301,"Technetium [99mTc] Generator is used for the preparation of Sodium Pertechnetate [99mTc] Injection. Sodium Pertechnetate [99mTc] is used as an agent for: Brain Imaging, Thyroid Imaging, Salivary Gland Imaging and Blood Pool Imaging"
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-tnkase-tenecteplase-50mg-powder-solution-kit-canada-0,(Approval lapsed) TNKASE tenecteplase 50mg powder for solution kit (Canada),Medsurge Healthcare Pty Ltd ABN 92 124 728 892,1300 788 261,31 January 2025,Expired,METALYSE tenecteplase (rch) 50mg powder for injection vial plus prefilled syringe - ARTG 75013,It is indicated for the thrombolytic treatment of the acute phase of myocardial infarction.Treatment should be initiated as soon as possible after the onset of symptoms. Treatment can be initiated within 12 hours of symptom onset.
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-trulicity-dulaglutide-15-mg05-ml-solution-injection-prefilled-pen-netherlands,(Approval lapsed) TRULICITY dulaglutide 1.5 mg/0.5 mL solution for injection prefilled pen (Netherlands),Medsurge Healthcare Pty Ltd ABN 92 124 728 892,1300 788 261,31 January 2025,Expired,TRULICITY dulaglutide (rch) 1.5 mg/0.5 mL solution for injection prefilled pen - AUST R: 217965,Type 2 Diabetes Mellitus - Trulicity is indicated for the treatment of adults with insufficiently controlled type 2 diabetes mellitus as an adjunct to diet and exercise as monotherapy when metformin is considered inappropriate due to intolerance or contraindications in addition to other medicinal products for the treatment of diabetes.
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-tnkase-tenecteplase-50mg-powder-solution-kit-canada,(Approval lapsed) TNKASE tenecteplase 50mg powder for solution kit (Canada),Pro Pharmaceuticals Group Pty Ltd ABN: 20605457430,1300 077 674,31 January 2025,Expired,METALYSE tenecteplase (rch) 50mg powder for injection vial plus prefilled syringe - ARTG 75013,Indicated for the thrombolytic treatment of the acute phase of myocardial infarction. Treatment should be initiated as soon as possible after the onset of symptoms. Treatment can be initiated within 12 hours of symptom onset.
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-tnkase-tenecteplase-50mg-powder-solution-kit-usa,(Approval lapsed) TNKASE tenecteplase 50mg powder for solution kit (USA),Pro Pharmaceuticals Group Pty Ltd ABN: 20605457430,1300 077 674,31 January 2024,Expired,METALYSE tenecteplase (rch) 50mg powder for injection vial plus prefilled syringe - ARTG 75013,Indicated for the thrombolytic treatment of the acute phase of myocardial infarction. Treatment should be initiated as soon as possible after the onset of symptoms. Treatment can be initiated within 12 hours of symptom onset.
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-persantin-dipyridamole-10mg2ml-ampoule-austria,(Approval lapsed) PERSANTIN dipyridamole 10mg/2mL ampoule (Austria),Clinect Pty Ltd ABN 76 150 558 473,1800 899 005,30 June 2023,Expired,PERSANTIN dipyridamole 10mg/2mL injection ampoule ARTG: 17934,As an alternative to exercise in myocardial imaging.
https://www.tga.gov.au/resources/section-19a-approvals/nardil-phenelzine-sulfate-tablets-usp-15mg-canada,"NARDIL phenelzine sulfate tablets USP, 15mg (Canada)",Medsurge Healthcare Pty Ltd ABN: 92 124 728 892,1300 788 261,30 September 2025,Current,NARDIL phenelzine 15mg (as sulfate) tablet bottle - ARTG 93600,For the treatment of major depression. Phenelzine sulfate should rarely be the first antidepressant drug used. Rather it is more suitable for use with patients who have failed to respond to the drugs more commonly used for these conditions.
